dimension,dimension_display,model_id,model,n,correct,accuracy_pct,ci_low_pct,ci_high_pct,ci_width_pct_points,bootstrap_degenerate,n_invalid_extraction,bootstrap_unit,bootstrap_method,confidence_level,bootstrap_reps,base_seed
event_count,Count,internvl3-8b,InternVL3-8B,300,56,18.666666666666668,14.333333333333334,23.333333333333332,9.0,False,160,QA item,percentile,0.95,20000,20260724
event_count,Count,minicpm-v-2.6,MiniCPM-V-2.6,300,56,18.666666666666668,14.333333333333334,23.333333333333332,9.0,False,146,QA item,percentile,0.95,20000,20260724
event_count,Count,gpt-5.5,GPT-5.5,300,55,18.333333333333332,14.000000000000002,23.0,9.0,False,163,QA item,percentile,0.95,20000,20260724
event_count,Count,llava-video-72b,LLaVA-Video-72B,300,45,15.0,11.0,19.333333333333332,8.333333333333332,False,181,QA item,percentile,0.95,20000,20260724
event_count,Count,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,300,42,14.000000000000002,10.333333333333334,18.0,7.666666666666666,False,187,QA item,percentile,0.95,20000,20260724
event_count,Count,glm-5v-turbo,GLM-5V-Turbo,300,41,13.666666666666666,10.0,17.666666666666668,7.666666666666666,False,179,QA item,percentile,0.95,20000,20260724
event_count,Count,qwen3-vl-8b,Qwen3-VL-8B,300,37,12.333333333333334,8.666666666666668,16.0,7.333333333333333,False,124,QA item,percentile,0.95,20000,20260724
event_count,Count,videochat-r1.5-7b,VideoChat-R1.5-7B,300,21,7.000000000000001,4.333333333333334,10.0,5.666666666666667,False,213,QA item,percentile,0.95,20000,20260724
event_count,Count,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,300,18,6.0,3.6666666666666665,8.666666666666668,5.0,False,165,QA item,percentile,0.95,20000,20260724
event_count,Count,mimo-v2-omni,Mimo-V2-Omni,300,14,4.666666666666667,2.3333333333333335,7.333333333333333,5.0,False,260,QA item,percentile,0.95,20000,20260724
event_count,Count,video-llava-7b,Video-LLaVA-7B,300,14,4.666666666666667,2.3333333333333335,7.333333333333333,5.0,False,275,QA item,percentile,0.95,20000,20260724
event_count,Count,qwen2.5-vl-72b,Qwen2.5-VL-72B,300,9,3.0,1.3333333333333335,5.0,3.6666666666666665,False,219,QA item,percentile,0.95,20000,20260724
event_count,Count,qwen2.5-vl-7b,Qwen2.5-VL-7B,300,2,0.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,False,291,QA item,percentile,0.95,20000,20260724
event_count,Count,video-r1-7b,Video-R1-7B,300,0,0.0,0.0,0.0,0.0,True,297,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,llava-video-7b,LLaVA-Video-7B,23,23,100.0,100.0,100.0,0.0,True,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,minicpm-v-2.6,MiniCPM-V-2.6,23,23,100.0,100.0,100.0,0.0,True,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,23,23,100.0,100.0,100.0,0.0,True,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,video-r1-7b,Video-R1-7B,23,23,100.0,100.0,100.0,0.0,True,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,videochat-r1.5-7b,VideoChat-R1.5-7B,23,23,100.0,100.0,100.0,0.0,True,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,grok-4.3,Grok-4.3,23,22,95.65217391304348,86.95652173913044,100.0,13.043478260869568,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,qwen2.5-vl-72b,Qwen2.5-VL-72B,23,22,95.65217391304348,86.95652173913044,100.0,13.043478260869568,False,1,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,qwen2.5-vl-7b,Qwen2.5-VL-7B,23,22,95.65217391304348,86.95652173913044,100.0,13.043478260869568,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,qwen3-vl-8b,Qwen3-VL-8B,23,22,95.65217391304348,86.95652173913044,100.0,13.043478260869568,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,seed-2.0-lite,Seed-2.0-Lite,23,22,95.65217391304348,86.95652173913044,100.0,13.043478260869568,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,23,21,91.30434782608695,78.26086956521739,100.0,21.739130434782606,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,gpt-5.5,GPT-5.5,23,21,91.30434782608695,78.26086956521739,100.0,21.739130434782606,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,internvl3-8b,InternVL3-8B,23,21,91.30434782608695,78.26086956521739,100.0,21.739130434782606,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,23,20,86.95652173913044,73.91304347826086,100.0,26.086956521739136,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,kimi-k2.6,Kimi-K2.6,23,20,86.95652173913044,73.91304347826086,100.0,26.086956521739136,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,23,20,86.95652173913044,73.91304347826086,100.0,26.086956521739136,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,videollama3-7b,VideoLLaMA3-7B,23,18,78.26086956521739,60.86956521739131,95.65217391304348,34.78260869565217,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,gpt-5.4-mini,GPT-5.4-mini,23,16,69.56521739130434,47.82608695652174,86.95652173913044,39.13043478260869,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,mimo-v2-omni,Mimo-V2-Omni,23,16,69.56521739130434,47.82608695652174,86.95652173913044,39.13043478260869,False,2,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,glm-5v-turbo,GLM-5V-Turbo,23,14,60.86956521739131,39.130434782608695,78.26086956521739,39.130434782608695,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,llava-video-72b,LLaVA-Video-72B,23,6,26.08695652173913,8.695652173913043,43.47826086956522,34.78260869565217,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,video-llava-7b,Video-LLaVA-7B,23,2,8.695652173913043,0.0,21.73913043478261,21.73913043478261,False,0,QA item,percentile,0.95,20000,20260724
reappear_identity,ReID,video-chatgpt-7b,Video-ChatGPT-7B,23,0,0.0,0.0,0.0,0.0,True,4,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,gpt-5.5,GPT-5.5,134,105,78.35820895522389,70.8955223880597,85.07462686567165,14.179104477611936,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,grok-4.3,Grok-4.3,134,95,70.8955223880597,63.43283582089553,78.35820895522389,14.925373134328357,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,kimi-k2.6,Kimi-K2.6,134,93,69.40298507462687,61.940298507462686,76.86567164179104,14.925373134328357,False,1,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,glm-5v-turbo,GLM-5V-Turbo,134,91,67.91044776119402,59.70149253731343,75.3731343283582,15.671641791044777,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,134,90,67.16417910447761,58.95522388059702,74.6268656716418,15.671641791044777,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,video-llava-7b,Video-LLaVA-7B,134,80,59.70149253731343,51.49253731343284,67.91044776119402,16.417910447761187,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,134,78,58.2089552238806,49.981343283582106,66.4179104477612,16.43656716417909,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,mimo-v2-omni,Mimo-V2-Omni,134,77,57.46268656716418,49.25373134328358,65.67164179104478,16.417910447761198,False,13,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,qwen2.5-vl-72b,Qwen2.5-VL-72B,134,66,49.25373134328358,41.04477611940299,57.46268656716418,16.41791044776119,False,2,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,seed-2.0-lite,Seed-2.0-Lite,134,66,49.25373134328358,41.04477611940299,57.46268656716418,16.41791044776119,False,1,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,gpt-5.4-mini,GPT-5.4-mini,134,64,47.76119402985074,39.55223880597015,55.970149253731336,16.41791044776119,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,video-chatgpt-7b,Video-ChatGPT-7B,134,64,47.76119402985074,39.55223880597015,55.970149253731336,16.41791044776119,False,35,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,llava-video-72b,LLaVA-Video-72B,134,63,47.01492537313433,38.80597014925373,55.223880597014926,16.417910447761198,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,videochat-r1.5-7b,VideoChat-R1.5-7B,134,63,47.01492537313433,38.80597014925373,55.223880597014926,16.417910447761198,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,minicpm-v-2.6,MiniCPM-V-2.6,134,59,44.02985074626866,35.82089552238806,52.23880597014925,16.41791044776119,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,internvl3-8b,InternVL3-8B,134,57,42.53731343283582,34.32835820895522,50.74626865671642,16.417910447761198,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,qwen3-vl-8b,Qwen3-VL-8B,134,56,41.7910447761194,33.582089552238806,50.0,16.41791044776119,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,qwen2.5-vl-7b,Qwen2.5-VL-7B,134,52,38.80597014925373,30.597014925373134,47.01492537313433,16.417910447761198,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,134,49,36.56716417910448,28.35820895522388,44.776119402985074,16.417910447761198,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,134,47,35.07462686567165,26.865671641791046,43.28358208955223,16.41791044776119,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,video-r1-7b,Video-R1-7B,134,44,32.83582089552239,24.62686567164179,41.04477611940299,16.417910447761198,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,llava-video-7b,LLaVA-Video-7B,134,42,31.343283582089555,23.88059701492537,39.55223880597015,15.671641791044774,False,0,QA item,percentile,0.95,20000,20260724
reappear_or_disappear,R/D,videollama3-7b,VideoLLaMA3-7B,134,41,30.597014925373134,23.134328358208954,38.80597014925373,15.671641791044777,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,kimi-k2.6,Kimi-K2.6,187,119,63.63636363636363,56.68449197860963,70.58823529411765,13.903743315508022,False,3,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,gpt-5.5,GPT-5.5,187,118,63.101604278074866,56.14973262032086,70.05347593582889,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,grok-4.3,Grok-4.3,187,114,60.962566844919785,54.01069518716578,67.9144385026738,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,187,107,57.21925133689839,50.26737967914438,64.1711229946524,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,glm-5v-turbo,GLM-5V-Turbo,187,105,56.14973262032086,49.19786096256685,63.101604278074866,13.903743315508017,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,seed-2.0-lite,Seed-2.0-Lite,187,99,52.94117647058824,45.98930481283423,59.893048128342244,13.903743315508017,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,minicpm-v-2.6,MiniCPM-V-2.6,187,98,52.406417112299465,45.45454545454545,59.35828877005348,13.903743315508027,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,187,95,50.80213903743316,43.85026737967914,57.76737967914322,13.917112299464074,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,qwen2.5-vl-72b,Qwen2.5-VL-72B,187,94,50.26737967914438,43.31550802139038,57.75401069518716,14.438502673796789,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,gpt-5.4-mini,GPT-5.4-mini,187,92,49.19786096256685,42.24598930481284,56.68449197860963,14.438502673796794,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,llava-video-7b,LLaVA-Video-7B,187,92,49.19786096256685,42.24598930481284,56.68449197860963,14.438502673796794,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,187,90,48.1283422459893,41.17647058823529,55.080213903743314,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,mimo-v2-omni,Mimo-V2-Omni,187,89,47.593582887700535,40.64171122994652,54.54545454545454,13.903743315508017,False,20,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,video-llava-7b,Video-LLaVA-7B,187,88,47.05882352941176,40.106951871657756,54.01069518716578,13.903743315508027,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,videochat-r1.5-7b,VideoChat-R1.5-7B,187,88,47.05882352941176,40.106951871657756,54.54545454545454,14.438502673796789,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,video-r1-7b,Video-R1-7B,187,87,46.524064171122994,39.57219251336899,53.475935828877006,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,videollama3-7b,VideoLLaMA3-7B,187,86,45.98930481283423,39.037433155080215,52.94117647058824,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,llava-video-72b,LLaVA-Video-72B,187,85,45.45454545454545,38.50267379679144,52.406417112299465,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,qwen3-vl-8b,Qwen3-VL-8B,187,84,44.919786096256686,37.967914438502675,51.87165775401069,13.903743315508017,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,internvl3-8b,InternVL3-8B,187,81,43.31550802139038,36.36363636363637,50.26737967914438,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,qwen2.5-vl-7b,Qwen2.5-VL-7B,187,81,43.31550802139038,36.36363636363637,50.26737967914438,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,187,80,42.780748663101605,35.82887700534759,49.73262032085562,13.903743315508022,False,0,QA item,percentile,0.95,20000,20260724
cross_object_order,X-Order,video-chatgpt-7b,Video-ChatGPT-7B,187,2,1.06951871657754,0.0,2.6737967914438503,2.6737967914438503,False,184,QA item,percentile,0.95,20000,20260724
event_ordering,Order,gpt-5.5,GPT-5.5,105,26,24.761904761904763,17.142857142857142,33.33333333333333,16.19047619047619,False,3,QA item,percentile,0.95,20000,20260724
event_ordering,Order,kimi-k2.6,Kimi-K2.6,105,24,22.857142857142858,15.238095238095239,31.428571428571427,16.19047619047619,False,7,QA item,percentile,0.95,20000,20260724
event_ordering,Order,seed-2.0-lite,Seed-2.0-Lite,105,23,21.904761904761905,14.285714285714285,29.523809523809526,15.238095238095239,False,6,QA item,percentile,0.95,20000,20260724
event_ordering,Order,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,105,18,17.142857142857142,10.476190476190476,24.761904761904763,14.285714285714285,False,0,QA item,percentile,0.95,20000,20260724
event_ordering,Order,glm-5v-turbo,GLM-5V-Turbo,105,18,17.142857142857142,10.476190476190476,24.761904761904763,14.285714285714285,False,19,QA item,percentile,0.95,20000,20260724
event_ordering,Order,grok-4.3,Grok-4.3,105,18,17.142857142857142,10.476190476190476,24.761904761904763,14.285714285714285,False,2,QA item,percentile,0.95,20000,20260724
event_ordering,Order,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,105,17,16.19047619047619,9.523809523809524,23.809523809523807,14.285714285714285,False,0,QA item,percentile,0.95,20000,20260724
event_ordering,Order,videollama3-7b,VideoLLaMA3-7B,105,17,16.19047619047619,9.523809523809524,23.809523809523807,14.285714285714285,False,6,QA item,percentile,0.95,20000,20260724
event_ordering,Order,qwen2.5-vl-72b,Qwen2.5-VL-72B,105,16,15.238095238095239,8.571428571428571,21.904761904761905,13.333333333333334,False,0,QA item,percentile,0.95,20000,20260724
event_ordering,Order,llava-video-72b,LLaVA-Video-72B,105,15,14.285714285714285,7.6190476190476195,20.952380952380953,13.333333333333334,False,0,QA item,percentile,0.95,20000,20260724
event_ordering,Order,qwen2.5-vl-7b,Qwen2.5-VL-7B,105,15,14.285714285714285,7.6190476190476195,20.952380952380953,13.333333333333334,False,0,QA item,percentile,0.95,20000,20260724
event_ordering,Order,video-r1-7b,Video-R1-7B,105,15,14.285714285714285,7.6190476190476195,20.952380952380953,13.333333333333334,False,3,QA item,percentile,0.95,20000,20260724
event_ordering,Order,gpt-5.4-mini,GPT-5.4-mini,105,12,11.428571428571429,5.714285714285714,18.095238095238095,12.380952380952381,False,2,QA item,percentile,0.95,20000,20260724
event_ordering,Order,qwen3-vl-8b,Qwen3-VL-8B,105,12,11.428571428571429,5.714285714285714,18.095238095238095,12.380952380952381,False,1,QA item,percentile,0.95,20000,20260724
event_ordering,Order,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,105,11,10.476190476190476,4.761904761904762,17.142857142857142,12.380952380952381,False,17,QA item,percentile,0.95,20000,20260724
event_ordering,Order,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,105,10,9.523809523809524,4.761904761904762,15.238095238095239,10.476190476190478,False,28,QA item,percentile,0.95,20000,20260724
event_ordering,Order,llava-video-7b,LLaVA-Video-7B,105,10,9.523809523809524,3.8095238095238098,15.238095238095239,11.428571428571429,False,27,QA item,percentile,0.95,20000,20260724
event_ordering,Order,minicpm-v-2.6,MiniCPM-V-2.6,105,10,9.523809523809524,4.761904761904762,15.238095238095239,10.476190476190478,False,0,QA item,percentile,0.95,20000,20260724
event_ordering,Order,videochat-r1.5-7b,VideoChat-R1.5-7B,105,10,9.523809523809524,3.8095238095238098,15.238095238095239,11.428571428571429,False,2,QA item,percentile,0.95,20000,20260724
event_ordering,Order,mimo-v2-omni,Mimo-V2-Omni,105,8,7.6190476190476195,2.857142857142857,13.333333333333334,10.476190476190476,False,29,QA item,percentile,0.95,20000,20260724
event_ordering,Order,video-chatgpt-7b,Video-ChatGPT-7B,105,8,7.6190476190476195,2.857142857142857,13.333333333333334,10.476190476190476,False,0,QA item,percentile,0.95,20000,20260724
event_ordering,Order,internvl3-8b,InternVL3-8B,105,6,5.714285714285714,1.9047619047619049,10.476190476190476,8.571428571428571,False,3,QA item,percentile,0.95,20000,20260724
event_ordering,Order,video-llava-7b,Video-LLaVA-7B,105,4,3.8095238095238098,0.9523809523809524,7.6190476190476195,6.666666666666668,False,50,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,gpt-5.5,GPT-5.5,587,285,48.55195911413969,44.4633730834753,52.4701873935264,8.006814310051102,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,kimi-k2.6,Kimi-K2.6,587,278,47.35945485519591,43.27086882453152,51.4480408858603,8.177172061328786,False,2,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,587,264,44.97444633730835,40.88586030664395,49.063032367972745,8.177172061328791,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,grok-4.3,Grok-4.3,587,252,42.93015332197615,39.01192504258944,46.84838160136286,7.836456558773419,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,seed-2.0-lite,Seed-2.0-Lite,587,240,40.88586030664395,36.96763202725724,44.804088586030666,7.836456558773425,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,qwen2.5-vl-72b,Qwen2.5-VL-72B,587,224,38.16013628620102,34.241908006814306,42.078364565587734,7.836456558773425,False,2,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,587,223,37.98977853492334,34.07155025553663,41.90800681431005,7.836456558773425,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,587,205,34.923339011925044,31.005110732538334,38.67120954003408,7.666098807495741,False,2,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,glm-5v-turbo,GLM-5V-Turbo,587,204,34.75298126064736,31.000851788756396,38.67120954003408,7.670357751277679,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,gpt-5.4-mini,GPT-5.4-mini,587,200,34.07155025553663,30.3236797274276,37.98977853492334,7.666098807495741,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,internvl3-8b,InternVL3-8B,587,188,32.027257240204435,28.279386712095402,35.77512776831346,7.495741056218058,False,0,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,mimo-v2-omni,Mimo-V2-Omni,587,178,30.3236797274276,26.74616695059625,34.07155025553663,7.325383304940375,False,68,QA item,percentile,0.95,20000,20260724
temporal_location,T-Loc,videochat-r1.5-7b,VideoChat-R1.5-7B,587,172,29.3015332197615,25.72402044293015,33.04940374787053,7.325383304940375,False,0,QA item,percentile,0.95,20000,20260724
