tier,model_id,model,n,correct,accuracy_pct,ci_low_pct,ci_high_pct,ci_width_pct_points,bootstrap_degenerate,n_invalid_extraction,bootstrap_unit,bootstrap_method,confidence_level,bootstrap_reps,base_seed
tier1,video-chatgpt-7b,Video-ChatGPT-7B,1296,265,20.44753086419753,18.287037037037038,22.685185185185187,4.398148148148148,False,497,QA item,percentile,0.95,20000,20260724
tier2,gpt-5.5,GPT-5.5,562,207,36.83274021352313,32.91814946619217,40.92526690391459,8.007117437722421,False,166,QA item,percentile,0.95,20000,20260724
tier2,kimi-k2.6,Kimi-K2.6,562,195,34.69750889679715,30.782918149466195,38.612099644128115,7.829181494661919,False,168,QA item,percentile,0.95,20000,20260724
tier2,grok-4.3,Grok-4.3,562,194,34.519572953736656,30.604982206405694,38.612099644128115,8.007117437722416,False,137,QA item,percentile,0.95,20000,20260724
tier2,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,562,184,32.74021352313167,28.825622775800714,36.654804270462634,7.829181494661919,False,145,QA item,percentile,0.95,20000,20260724
tier2,seed-2.0-lite,Seed-2.0-Lite,562,184,32.74021352313167,28.825622775800714,36.654804270462634,7.829181494661919,False,100,QA item,percentile,0.95,20000,20260724
tier2,videollama3-7b,VideoLLaMA3-7B,562,177,31.494661921708182,27.75800711743772,35.231316725978644,7.473309608540923,False,10,QA item,percentile,0.95,20000,20260724
tier2,glm-5v-turbo,GLM-5V-Turbo,562,164,29.181494661921707,25.444839857651246,32.91814946619217,7.473309608540923,False,198,QA item,percentile,0.95,20000,20260724
tier2,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,562,164,29.181494661921707,25.444839857651246,32.91814946619217,7.473309608540923,False,80,QA item,percentile,0.95,20000,20260724
tier2,video-chatgpt-7b,Video-ChatGPT-7B,562,164,29.181494661921707,25.444839857651246,32.91814946619217,7.473309608540923,False,39,QA item,percentile,0.95,20000,20260724
tier2,gpt-5.4-mini,GPT-5.4-mini,562,156,27.75800711743772,24.02135231316726,31.494661921708182,7.473309608540923,False,83,QA item,percentile,0.95,20000,20260724
tier2,llava-video-7b,LLaVA-Video-7B,562,154,27.402135231316727,23.665480427046262,31.13879003558719,7.4733096085409265,False,141,QA item,percentile,0.95,20000,20260724
tier2,minicpm-v-2.6,MiniCPM-V-2.6,562,148,26.334519572953734,22.77580071174377,30.071174377224196,7.295373665480426,False,146,QA item,percentile,0.95,20000,20260724
tier2,internvl3-8b,InternVL3-8B,562,140,24.91103202846975,21.352313167259787,28.647686832740217,7.295373665480429,False,163,QA item,percentile,0.95,20000,20260724
tier2,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,562,134,23.843416370106763,20.462633451957295,27.402135231316727,6.93950177935943,False,165,QA item,percentile,0.95,20000,20260724
tier2,llava-video-72b,LLaVA-Video-72B,562,129,22.95373665480427,19.572953736654807,26.338967971529858,6.766014234875054,False,181,QA item,percentile,0.95,20000,20260724
tier2,qwen3-vl-8b,Qwen3-VL-8B,562,127,22.597864768683273,19.217081850533805,26.156583629893237,6.93950177935943,False,125,QA item,percentile,0.95,20000,20260724
tier2,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,562,123,21.88612099644128,18.505338078291814,25.444839857651246,6.939501779359433,False,204,QA item,percentile,0.95,20000,20260724
tier2,videochat-r1.5-7b,VideoChat-R1.5-7B,562,117,20.818505338078293,17.437722419928825,24.199288256227756,6.761565836298933,False,215,QA item,percentile,0.95,20000,20260724
tier2,mimo-v2-omni,Mimo-V2-Omni,562,115,20.462633451957295,17.259786476868328,23.843416370106763,6.583629893238435,False,304,QA item,percentile,0.95,20000,20260724
tier2,qwen2.5-vl-72b,Qwen2.5-VL-72B,562,113,20.106761565836297,16.90391459074733,23.487544483985765,6.583629893238433,False,222,QA item,percentile,0.95,20000,20260724
tier2,video-llava-7b,Video-LLaVA-7B,562,100,17.793594306049823,14.768683274021353,20.99644128113879,6.227758007117437,False,325,QA item,percentile,0.95,20000,20260724
tier2,qwen2.5-vl-7b,Qwen2.5-VL-7B,562,91,16.19217081850534,13.167259786476867,19.217081850533805,6.049822064056939,False,291,QA item,percentile,0.95,20000,20260724
tier2,video-r1-7b,Video-R1-7B,562,82,14.590747330960854,11.743772241992882,17.437722419928825,5.6939501779359425,False,300,QA item,percentile,0.95,20000,20260724
tier3,kimi-k2.6,Kimi-K2.6,465,276,59.354838709677416,54.83870967741935,63.655913978494624,8.817204301075277,False,3,QA item,percentile,0.95,20000,20260724
tier3,grok-4.3,Grok-4.3,465,258,55.483870967741936,50.967741935483865,60.0,9.03225806451613,False,0,QA item,percentile,0.95,20000,20260724
tier3,gemini-3.1-pro-preview,Gemini-3.1-Pro-Preview,465,246,52.903225806451616,48.17204301075269,57.41935483870968,9.247311827956988,False,4,QA item,percentile,0.95,20000,20260724
tier3,gpt-5.5,GPT-5.5,465,234,50.32258064516129,45.806451612903224,54.83870967741935,9.032258064516125,False,0,QA item,percentile,0.95,20000,20260724
tier3,seed-2.0-lite,Seed-2.0-Lite,465,220,47.31182795698925,42.795698924731184,51.82795698924731,9.03225806451613,False,0,QA item,percentile,0.95,20000,20260724
tier3,qwen3-vl-8b-thinking,Qwen3-VL-8B-Thinking,465,208,44.73118279569893,40.215053763440864,49.24731182795699,9.03225806451613,False,0,QA item,percentile,0.95,20000,20260724
tier3,glm-5v-turbo,GLM-5V-Turbo,465,207,44.516129032258064,40.0,49.03225806451613,9.032258064516125,False,0,QA item,percentile,0.95,20000,20260724
tier3,qwen2.5-vl-72b,Qwen2.5-VL-72B,465,207,44.516129032258064,40.0,49.03225806451613,9.032258064516125,False,1,QA item,percentile,0.95,20000,20260724
tier3,mimo-v2-omni,Mimo-V2-Omni,465,206,44.3010752688172,39.784946236559136,48.817204301075265,9.03225806451613,False,34,QA item,percentile,0.95,20000,20260724
tier3,qwen2.5-vl-7b,Qwen2.5-VL-7B,465,203,43.655913978494624,39.13978494623656,48.17204301075269,9.03225806451613,False,0,QA item,percentile,0.95,20000,20260724
tier3,videochat-r1.5-7b,VideoChat-R1.5-7B,465,201,43.225806451612904,38.70967741935484,47.74193548387097,9.03225806451613,False,0,QA item,percentile,0.95,20000,20260724
tier3,gemini-3.1-flash-lite-preview,Gemini-3.1-Flash-Lite-Preview,465,200,43.01075268817204,38.494623655913976,47.52688172043011,9.03225806451613,False,2,QA item,percentile,0.95,20000,20260724
tier3,gpt-5.4-mini,GPT-5.4-mini,465,193,41.50537634408602,36.98924731182795,46.02150537634409,9.03225806451613,False,0,QA item,percentile,0.95,20000,20260724
tier3,video-r1-7b,Video-R1-7B,465,185,39.784946236559136,35.26881720430107,44.3010752688172,9.03225806451613,False,0,QA item,percentile,0.95,20000,20260724
tier3,llava-video-72b,LLaVA-Video-72B,465,173,37.204301075268816,32.903225806451616,41.72043010752688,8.817204301075265,False,0,QA item,percentile,0.95,20000,20260724
tier3,qwen3-vl-8b,Qwen3-VL-8B,465,171,36.774193548387096,32.47311827956989,41.075268817204304,8.602150537634412,False,0,QA item,percentile,0.95,20000,20260724
tier3,internvl3-8b,InternVL3-8B,465,169,36.344086021505376,32.043010752688176,40.86021505376344,8.817204301075272,False,0,QA item,percentile,0.95,20000,20260724
tier3,minicpm-v-2.6,MiniCPM-V-2.6,465,168,36.12903225806451,31.827956989247312,40.43010752688172,8.602150537634406,False,0,QA item,percentile,0.95,20000,20260724
tier3,video-llava-7b,Video-LLaVA-7B,465,167,35.913978494623656,31.61290322580645,40.43010752688172,8.817204301075272,False,0,QA item,percentile,0.95,20000,20260724
tier3,videollama3-7b,VideoLLaMA3-7B,465,148,31.827956989247312,27.741935483870968,36.12903225806451,8.387096774193548,False,0,QA item,percentile,0.95,20000,20260724
tier3,llava-video-7b,LLaVA-Video-7B,465,142,30.53763440860215,26.451612903225808,34.83870967741935,8.387096774193548,False,0,QA item,percentile,0.95,20000,20260724
tier3,llava-ov-7b-1frame,LLaVA-OV-7B-1Frame,465,124,26.666666666666668,22.795698924731184,30.752688172043012,7.95698924731183,False,0,QA item,percentile,0.95,20000,20260724
tier3,video-chatgpt-7b,Video-ChatGPT-7B,465,59,12.688172043010754,9.67741935483871,15.698924731182796,6.021505376344086,False,268,QA item,percentile,0.95,20000,20260724
